,total_transactions_other,total_uniqueReceivedFromAddresses_other,total_uniqueSentToAddresses_other,time_avgBetweenReceivedTxn_other,time_avgBetweenTxn_other,time_diffBetweenFirstAndLastSent_other,time_diffBetweenFirstAndLastTxn_other,erc20_uniqueTokenAddressesSent_other,erc20_uniqueTokenAddressesReceived_other,erc20_mostSentTokenAddress_other,erc20_mostReceivedTokenAddress_other,erc20_uniqueUnknownValueTokens_other,erc20_transactionsWithUnknownValueTokens_other,walletAddress,total_transactions_approval,total_etherSent_approval,total_etherReceived_approval,total_etherSentToContract_approval,total_sentTxn_approval,total_receivedTxn_approval,total_sentToContractTxn_approval,total_uniqueReceivedFromAddresses_approval,total_uniqueSentToAddresses_approval,time_avgBetweenTxn_approval,time_diffBetweenFirstAndLastTxn_approval,erc20_uniqueTokenAddressesSent_approval,erc20_uniqueTokenAddressesReceived_approval,erc20_mostSentTokenAddress_approval,erc20_uniqueUnknownValueTokens_approval,erc20_transactionsWithUnknownValueTokens_approval,total_transactions_transfer,total_etherSent_transfer,total_etherReceived_transfer,total_etherSentToContract_transfer,total_sentTxn_transfer,total_receivedTxn_transfer,total_sentToContractTxn_transfer,total_uniqueReceivedFromAddresses_transfer,total_uniqueSentToAddresses_transfer,time_avgBetweenTxn_transfer,time_diffBetweenFirstAndLastTxn_transfer,erc20_uniqueTokenAddressesSent_transfer,erc20_uniqueTokenAddressesReceived_transfer,erc20_mostSentTokenAddress_transfer,erc20_uniqueUnknownValueTokens_transfer,erc20_transactionsWithUnknownValueTokens_transfer,received:minValue,received:maxValue,received:avgValue,sent:minValue,sent:maxValue,sent:avgValue,sentToContract:minValue,sentToContract:maxValue,sentToContract:avgValue,total:transactions,total:etherSent,total:etherReceived,total:etherSentToContract,total:sentTxn,total:receivedTxn,total:sentToContractTxn,total:uniqueReceivedFromAddresses,total:uniqueSentToAddresses,time:avgBetweenSentTxn,time:avgBetweenReceivedTxn,time:avgBetweenTxn,time:diffBetweenFirstAndLastSent,time:diffBetweenFirstAndLastReceived,time:diffBetweenFirstAndLastTxn,Target
0,5.0,0.0,1.0,,14 days 00:10:46.400000,,70 days 00:53:52,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,5.0,0x3d56c1734fab2126f3a6a58bcf57c25b1e99372b,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4 days 00:26:06.500000,8 days 00:52:13,2.0,0.0,0xdac17f958d2ee523a2206206994597c13d831ec7,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3 days 20:43:04.954545454,84 days 23:47:49,3.0,0.0,0x8355dbe8b0e275abad27eb843f3eaf3fc855e525,3.0,22.0,0.01,1.5607136115149396,0.3309832931117372,0.0,1.5728955538559823,0.0497660523342588,0.0,0.0,0.0,173.0,8.310930739821226,1.9858997586704232,0.0,167.0,6.0,106.0,3.0,40.0,0 days 13:01:21.556886227,11 days 20:08:57.500000,0 days 12:34:15.606936416,90 days 14:47:00,71 days 00:53:45,90 days 14:47:00,0
1,1.0,0.0,1.0,,0 days 00:00:00,,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,1.0,0x3da2e7ed450f747cfaac81c3d32605beb83de70c,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,,,,,,,,,,,,,,,,,0.0,0.3374999999999999,0.0411974086874999,0.0,0.319,0.0183731089151282,0.0,0.0,0.0,63.0,0.8635361190110272,0.6591585389999994,0.0,47.0,16.0,27.0,4.0,21.0,1 days 19:26:18.489361702,5 days 01:27:07.250000,1 days 08:24:23.317460317,85 days 01:36:29,80 days 23:13:56,85 days 01:36:29,0
2,2.0,0.0,1.0,,2 days 00:20:46,,4 days 00:41:32,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,2.0,0x3de56d8f088b6767557dde6eb2d83bf74df6bec3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2 days 20:49:01.333333333,17 days 04:54:08,5.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0 days 22:25:44,7 days 11:25:52,2.0,0.0,0xce3f08e664693ca792cace4af1364d5e220827b2,2.0,8.0,0.0,1.107006705,0.4473584516889972,0.0,1.860854541174097,0.1550383587334068,0.0,0.0,0.0,87.0,10.85268511133848,7.605093678712952,0.0,70.0,17.0,35.0,8.0,19.0,0 days 09:21:26.514285714,4 days 04:20:02,0 days 07:31:44.091954022,27 days 07:00:56,71 days 01:40:34,27 days 07:00:56,0
3,12.0,0.0,1.0,,6 days 17:09:23.166666666,,80 days 13:52:38,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,12.0,0x3dadf855b9e30e63bee10ec4d92cbfe789e5f8a8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11 days 04:53:18.285714285,78 days 10:13:08,3.0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17 days 22:08:53,53 days 18:26:39,2.0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2.0,3.0,0.0,0.075,0.0134538330557946,0.0,0.0999999999999999,0.0027940788079339,0.0,0.0,0.0,475.0,1.2405709907226696,0.4170688247296348,0.0,444.0,31.0,289.0,18.0,222.0,0 days 04:58:03.387387387,2 days 03:03:04.096774193,0 days 04:38:36.261052631,91 days 21:37:04,65 days 22:35:07,91 days 21:37:04,0
4,2.0,0.0,1.0,,1 days 09:13:26,,2 days 18:26:52,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,2.0,0x3dd387da5b32160f3f4c8fb2ec0adb415cad41f1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10 days 16:07:34.333333333,32 days 00:22:43,3.0,0.0,0x990f341946a3fdb507ae7e52d17851b87168017c,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12 days 12:36:14.666666666,75 days 03:37:28,2.0,0.0,0x4d224452801aced8b2f0aebe155379bb5d594381,2.0,6.0,0.0013960544399184,0.1164,0.0236714262218107,0.0,0.1473424407655269,0.0135862230312462,0.0,0.0,0.0,56.0,0.6113800364060806,0.2603856884399181,0.0,45.0,11.0,16.0,8.0,12.0,1 days 20:48:53.755555555,6 days 22:54:02.272727272,1 days 12:00:43.196428571,84 days 00:40:19,76 days 11:54:25,84 days 00:40:19,0
5,7.0,0.0,2.0,,12 days 23:56:15.285714285,,90 days 23:33:47,2.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,2.0,7.0,0x3e27d0cee58273fff8053043963d0c49bf5dfee7,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 07:55:43.751798561,91 days 20:12:43,278.0,0.0,0x1370e3b7aa261dcbe19ee24c456e56ff186aec85,278.0,278.0,,,,,,,,,,,,,,,,,0.0,0.0999999999999999,0.0450519719283352,0.0,0.16,0.0072483065183746,0.0,0.0,0.0,1423.0,9.944676543209976,2.2976505683450954,0.0,1372.0,51.0,692.0,8.0,319.0,0 days 01:36:28.003644314,1 days 19:15:35.745098039,0 days 01:33:00.562895291,91 days 21:52:21,91 days 22:15:23,91 days 21:52:21,0
6,1.0,0.0,1.0,,0 days 00:00:00,,0 days 00:00:00,1.0,0.0,0x8eb3af460d5fa4bd7bb75943afe13971f72f938e,,1.0,1.0,0x3e65bab71107086b76a4c99bc9976f79ae0a2c25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0x8eb3af460d5fa4bd7bb75943afe13971f72f938e,1.0,1.0,,,,,,,,,,,,,,,,,0.25,0.25,0.25,0.0,0.1999999999999999,0.0499999999999999,0.0,0.0,0.0,5.0,0.1999999999999999,0.25,0.0,4.0,1.0,3.0,1.0,3.0,0 days 00:00:42,0 days 00:00:00,0 days 00:00:33.600000,0 days 00:02:48,0 days 00:00:00,0 days 00:02:48,0
7,4.0,0.0,1.0,,18 days 11:20:12.750000,,73 days 21:20:51,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,4.0,0x3e9dd7801a609eb1dc2dd5faa8af8e23598e15ba,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2 days 04:33:46.484848484,72 days 06:34:34,16.0,0.0,0xa4e27ea37d18bb0f483779f9e75a6024efa5e73e,16.0,33.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5 days 17:49:35.636363636,63 days 04:05:32,4.0,3.0,0x6725363e565baa1dda45d492810298ae0b25c4ac,6.0,11.0,0.0,0.2995,0.0523499999999999,0.0,0.305,0.0137143276368026,0.0,0.0,0.0,827.0,11.012605092352509,1.2563999999999993,0.0,803.0,24.0,423.0,9.0,227.0,0 days 02:40:56.074719800,3 days 02:24:49.666666666,0 days 02:36:15.850060459,89 days 17:50:28,74 days 09:55:52,89 days 17:50:28,0
8,15.0,0.0,1.0,,4 days 07:00:38.400000,,64 days 09:09:36,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,15.0,0x3ea90cc36023909c7b37be1e20999c88c4ad1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001659384590418,0.01,0.0044640232571649,0.0,0.0088687770165992,0.0007629310264696,0.0,0.0,0.0,147.0,0.1045215506263363,0.0446402325716496,0.0,137.0,10.0,64.0,5.0,31.0,0 days 15:57:44.890510948,6 days 11:17:58.300000,0 days 14:52:35.714285714,91 days 02:51:30,64 days 16:59:43,91 days 02:51:30,0
9,3.0,0.0,1.0,,4 days 00:37:53,,12 days 01:53:39,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,3.0,0x3eb96bd49af2254609fdad3425cbcf0d465aebaa,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8 days 10:56:52.750000,33 days 19:47:31,3.0,0.0,0xf4d2888d29d722226fafa5d9b24f9164c092421e,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0x3845badade8e6dff049820680d1f14bd3903a5d0,1.0,1.0,0.011,0.0199468428454589,0.0169645618969726,0.0,0.3989999999999999,0.0358359643677724,0.0,0.0,0.0,67.0,2.2935017195374385,0.0508936856909178,0.0,64.0,3.0,30.0,2.0,37.0,1 days 08:48:39.625000,5 days 01:10:22.333333333,1 days 07:20:30.686567164,87 days 11:54:16,15 days 03:31:07,87 days 11:54:16,0
10,4.0,0.0,1.0,,15 days 12:09:53.250000,,62 days 00:39:33,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,4.0,0x3a126b327a154c61073eb98c1bc94db585ec779b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7 days 18:54:18.833333333,46 days 17:25:53,0.0,2.0,,2.0,6.0,0.0007021744456828,0.0822258465183246,0.0163977733607645,0.0,0.4255327468962402,0.0235650099448755,0.0,0.0,0.0,68.0,1.3903355867476597,0.1475799602468809,0.0,59.0,9.0,40.0,5.0,26.0,1 days 09:37:12.576271186,9 days 06:48:31,1 days 05:10:13.558823529,82 days 15:35:22,83 days 13:16:39,82 days 15:35:22,0
11,2.0,0.0,1.0,,10 days 00:45:53.500000,,20 days 01:31:47,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,2.0,0x3a45eb7ac80712cebe2dbff424e340e399db5306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0 days 00:00:00,0 days 00:00:00,0.0,1.0,,1.0,1.0,0.0059063399999999,0.0349688,0.0253094547999999,0.0,0.03,0.0030266666666666,0.0,0.0,0.0,35.0,0.0908,0.1265472739999997,0.0,30.0,5.0,19.0,3.0,6.0,2 days 08:42:19.933333333,14 days 18:52:02.800000,2 days 00:36:17.085714285,70 days 21:09:58,73 days 22:20:14,70 days 21:09:58,0
12,1.0,0.0,1.0,,0 days 00:00:00,,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,1.0,0x3a839113a4cdf6f1925400cb8f53dd2a2757898a,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,,,,,,,,,,,,,,,,,0.0005,0.002250473,0.001083491,0.0,0.0058041033552436,0.0005670086129369,0.0,0.0,0.0,15.0,0.0068041033552436,0.003250473,0.0,12.0,3.0,10.0,2.0,5.0,4 days 16:36:19,18 days 18:25:24,3 days 18:05:03.200000,56 days 07:15:48,56 days 07:16:12,56 days 07:15:48,0
13,4.0,0.0,1.0,,0 days 00:41:45,,0 days 02:47:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,4.0,0x3ac141155956ef94b12683ec05a36f894dc734c3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,,,,,,,,,,,,,,,,,0.0003149232784505,0.00405,0.0021189949060591,0.0,0.0054,0.0010219404288292,0.0,0.0,0.0,26.0,0.0173729872900967,0.0190709541545319,0.0,17.0,9.0,10.0,4.0,5.0,5 days 06:03:48.176470588,6 days 20:22:35.444444444,3 days 10:25:33.807692307,89 days 07:04:39,61 days 15:23:19,89 days 07:04:39,0
14,2.0,0.0,2.0,,35 days 16:48:23,,71 days 09:36:46,2.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,2.0,2.0,0x3b11b48de7cf69b7c1f0465862a4f3dc725ed1ce,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15 days 19:17:35.800000,79 days 00:27:59,4.0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,4.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3 days 21:57:04.500000,78 days 07:01:30,7.0,2.0,0xedb67ee1b171c4ec66e6c10ec43edbba20fae8e9,9.0,20.0,0.0,1.951931344,0.975965672,0.0,0.98,0.0405555555555555,0.0,0.0,0.0,38.0,1.46,1.951931344,0.0,36.0,2.0,34.0,2.0,18.0,2 days 04:40:56.972222222,32 days 01:46:57.500000,2 days 01:54:35.026315789,79 days 00:34:11,64 days 03:33:55,79 days 00:34:11,0
15,1.0,0.0,1.0,,0 days 00:00:00,,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,1.0,0x3b8704825d22f0d4bf515142265cb9c6aa15940b,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,,,,,,,,,,,,,,,,,0.002,0.1699999999999999,0.0411222986666666,0.0,0.1399999999999999,0.0123755346355861,0.0,0.0,0.0,71.0,0.6930299395928236,0.6168344799999997,0.0,56.0,15.0,26.0,4.0,15.0,0 days 15:14:07.160714285,4 days 10:15:50.933333333,0 days 12:00:59.732394366,35 days 13:10:41,66 days 09:57:44,35 days 13:10:41,0
16,17.0,0.0,1.0,,4 days 09:22:31.294117647,,74 days 15:22:52,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,17.0,0x3b9e7d3febfd803054e7934aaca90621e1eaa2ed,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4 days 04:45:59.650000,83 days 23:19:53,14.0,0.0,0x21413c119b0c11c5d96ae1bd328917bc5c8ed67e,14.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4 days 20:56:39.294117647,82 days 20:03:08,4.0,3.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,5.0,17.0,0.0,0.15498515,0.0227109557757739,0.0,0.5599999999999999,0.0155990159992858,0.0,0.0,0.0,233.0,3.3225904078478954,0.4542191155154798,0.0,213.0,20.0,119.0,8.0,43.0,0 days 09:27:46.840375586,2 days 23:14:18.800000,0 days 08:39:02.648068669,83 days 23:37:17,59 days 08:46:16,83 days 23:37:17,0
17,1.0,0.0,1.0,,0 days 00:00:00,,0 days 00:00:00,1.0,0.0,0xb000000001b0f298442607acfe543b3981c7eaa0,,1.0,1.0,0x3bdb3c1139abb1d37777084abcad7247eb9de260,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2 days 04:10:54.482758620,63 days 01:16:20,21.0,0.0,0xa52bffad02b1fe3f86a543a4e81962d3b3bb01a7,21.0,29.0,,,,,,,,,,,,,,,,,0.044970759,0.044970759,0.044970759,0.0,0.0499999999999999,0.0053311687495279,0.0,0.0,0.0,102.0,0.5384480437023255,0.044970759,0.0,101.0,1.0,66.0,1.0,24.0,0 days 17:21:31.613861386,0 days 00:00:00,0 days 17:11:18.950980392,73 days 01:14:13,0 days 00:00:00,73 days 01:14:13,0
18,1.0,0.0,1.0,,0 days 00:00:00,,0 days 00:00:00,1.0,0.0,0x06450dee7fd2fb8e39061434babcfc05599a6fb8,,1.0,1.0,0x3bd3f40c629c44d6fe772f5721a19363c22f1c84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0 days 00:00:00,0 days 00:00:00,0.0,1.0,,1.0,1.0,0.000349924,0.00760551,0.0034188757258904,0.0,0.0025,0.0003191304347826,0.0,0.0,0.0,27.0,0.0073399999999999,0.0136755029035616,0.0,23.0,4.0,11.0,4.0,14.0,1 days 03:59:00,6 days 23:57:00,0 days 23:50:15.555555555,26 days 19:37:00,27 days 23:48:00,26 days 19:37:00,0
19,4.0,0.0,1.0,,3 days 01:00:28.250000,,12 days 04:01:53,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,4.0,0x3c05f76e786db78a9156b1fa0b92d3222239da23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0x4d224452801aced8b2f0aebe155379bb5d594381,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0x4d224452801aced8b2f0aebe155379bb5d594381,1.0,1.0,0.0136,0.08521,0.0467621993860509,0.0,2.65,0.1982,0.0,0.0,0.0,51.0,8.7208,0.3273353957023566,0.0,44.0,7.0,14.0,5.0,14.0,1 days 05:03:15.500000,8 days 06:09:30.142857142,1 days 01:03:59.254901960,53 days 06:23:22,57 days 19:06:31,53 days 06:23:22,0
20,2.0,0.0,1.0,,0 days 00:35:57.500000,,0 days 01:11:55,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,2.0,0x3c6075c9c362c9425fecd4591badb967fbf443d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0043749999999999,0.300400809,0.059347815590909,0.0,0.2749999999999999,0.0313533333333333,0.0,0.0,0.0,64.0,1.3168399999999996,1.3056519429999998,0.0,42.0,22.0,6.0,9.0,12.0,0 days 14:22:27.047619047,1 days 01:24:46.136363636,0 days 09:25:59,25 days 03:42:56,23 days 07:04:55,25 days 03:42:56,0
21,2.0,0.0,1.0,,2 days 07:18:48.500000,,4 days 14:37:37,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,2.0,0x3ccbb7ae11e0c34181bbf3305e5ff58f3ce2e03f,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,0.022,0.0031442499999999,0.0,0.0,0.0,28.0,0.0880389999999998,0.0,0.0,28.0,0.0,11.0,0.0,8.0,1 days 08:04:23.892857142,,1 days 08:04:23.892857142,37 days 10:03:09,,37 days 10:03:09,0
22,2.0,0.0,2.0,,29 days 13:29:31,,59 days 02:59:02,2.0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2.0,2.0,0x3d0c9aa80aa7b16dcf931c56d950db57de08805c,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29 days 13:20:31.500000,59 days 02:41:03,2.0,0.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2.0,2.0,0.000520087453111,0.0008191823493692,0.0006696349012401,0.0,0.0220038684523254,0.004400773690465,0.0,0.0,0.0,7.0,0.0220038684523254,0.0013392698024802,0.0,5.0,2.0,4.0,1.0,3.0,11 days 20:06:05.400000,0 days 00:03:48.500000,8 days 10:55:46.714285714,59 days 04:30:27,0 days 00:07:37,59 days 04:30:27,0
23,15.0,0.0,1.0,,4 days 17:23:49.133333333,,70 days 20:57:17,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,15.0,0x3d212ded64a3a33c4bab6ed0d43173541e6d23f9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,,,,,,,,,,,,,,,,,0.000933634,0.158101549,0.0341748732631578,0.0,0.1571032693112745,0.0118433437988884,0.0,0.0,0.0,108.0,1.0540575981010705,0.6493225919999998,0.0,89.0,19.0,53.0,7.0,18.0,0 days 22:20:11.539325842,4 days 08:40:05.578947368,0 days 18:24:25.064814814,82 days 19:57:07,82 days 20:41:46,82 days 19:57:07,0
24,38.0,0.0,1.0,,2 days 02:21:27.736842105,,79 days 17:35:34,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,38.0,0x3d559d0a7e6bda753008c9a0c138d9a1d6115d6f,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16 days 01:03:31,48 days 03:10:33,2.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8 days 07:45:14.666666666,24 days 23:15:44,0.0,1.0,,1.0,3.0,0.0,0.49988,0.1219050766333333,0.0,1.9,0.0394229822268257,0.0,0.0,0.0,472.0,16.24226867745221,7.314304597999998,0.0,412.0,60.0,215.0,12.0,82.0,0 days 05:20:07.793689320,1 days 11:51:53.516666666,0 days 04:39:26.125000,91 days 14:13:31,89 days 15:53:31,91 days 14:13:31,0
25,4.0,0.0,1.0,,0 days 10:15:13.750000,,1 days 17:00:55,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,4.0,0x3f8f5a6bc2cc18ab0c1c5d131db5cb6d60ac4631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,,,,,,,,,,,,,,,,,0.002,0.016,0.0063904794801202,0.0,0.031,0.0038442280845518,0.0,0.0,0.0,70.0,0.2229652289040076,0.0766857537614433,0.0,58.0,12.0,26.0,5.0,22.0,0 days 19:23:04.482758620,2 days 14:20:00.666666666,0 days 16:03:41.428571428,46 days 20:18:20,31 days 04:00:08,46 days 20:18:20,0
26,20.0,0.0,1.0,,4 days 03:56:12.800000,,83 days 06:44:16,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,20.0,0x401b5a9afa796bfe03c676d0fd51168d9da172b6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3 days 03:03:33.608695652,71 days 22:21:53,19.0,0.0,0x1e4ede388cbc9f4b5c79681b7f94d36a11abebc9,19.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2 days 10:42:48.440000,61 days 03:50:11,2.0,3.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,5.0,25.0,0.0,0.5,0.1125063535734423,0.0,0.75,0.0197607665045971,0.0,0.0,0.0,825.0,15.03794330999841,7.200406628700311,0.0,761.0,64.0,498.0,11.0,93.0,0 days 02:50:11.283837056,1 days 07:25:54.625000,0 days 02:36:59.135757575,89 days 22:33:07,83 days 19:38:16,89 days 22:33:07,0
27,5.0,0.0,1.0,,6 days 13:59:22.200000,,32 days 21:56:51,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,5.0,0x402a9e3edb932ac9eb88803bf67c5037e4efa535,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29 days 06:50:35.666666666,87 days 20:31:47,2.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.0,3.0,,,,,,,,,,,,,,,,,0.081,1.0,0.5405,0.0,1.0,0.0764004791823634,0.0,0.0,0.0,54.0,3.972824917482901,1.081,0.0,52.0,2.0,32.0,1.0,16.0,1 days 17:05:22.038461538,0 days 00:00:12.500000,1 days 15:34:03.444444444,89 days 00:39:06,0 days 00:00:25,89 days 00:39:06,0
28,2.0,0.0,1.0,,6 days 20:15:14.500000,,13 days 16:30:29,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,1.0,2.0,0x4038bb16603ee35ffa8e4318cd08533249726406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0 days 00:00:00,0 days 00:00:00,1.0,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.0,1.0,,,,,,,,,,,,,,,,,0.002522735,0.02915519,0.0106846498333333,0.0,0.024,0.0067016436376055,0.0,0.0,0.0,20.0,0.0938230109264778,0.0641078989999999,0.0,14.0,6.0,4.0,5.0,6.0,2 days 10:24:17.357142857,5 days 19:23:16,1 days 16:53:00.150000,34 days 01:40:03,34 days 20:19:36,34 days 01:40:03,0
